Heath monochromator readings:
Time: 11:56:52
Date: 13-8-2021
Slit width: 15 microns
Dwell time: 100 milliseconds
Start wavelength: 6335 Angstroms
End wavelength: 6375 Angstroms
Increment: 1.0 Angstroms


0100063350637500010
Begin scan:


06335.0,000160
06336.0,000167
06337.0,000184
06338.0,000165
06339.0,000166
06340.0,000176
06341.0,000187
06342.0,000197
06343.0,000193
06344.0,000221
06345.0,000233
06346.0,000272
06347.0,000321
06348.0,000605
06349.0,001509
06350.0,013397
06351.0,015665
06352.0,001478
06353.0,000598
06354.0,000345
06355.0,000242
06356.0,000229
06357.0,000197
06358.0,000161
06359.0,000169
06360.0,000199
06361.0,000180
06362.0,000123
06363.0,000158
06364.0,000163
06365.0,000161
06366.0,000178
06367.0,000167
06368.0,000169
06369.0,000170
06370.0,000170
06371.0,000160
06372.0,000151
06373.0,000156
06374.0,000144
06375.0,000155
